team,distance,duration,timestamp,seconds_moving,5km_time,leg_number_for_team,Elevation,Penalty,
MMI Adventure Racing,5132,1531,5/5/2020 17:55,1531,1491.6212,28,,,
Poko Fish,5169.3,2972,5/5/2020 18:19,2972,3100.032886,14,,,
MMI Adventure Racing,5041.1,1396,5/5/2020 18:30,1396,1384.618436,29,,,
Asante sana squash banana,5005.3,1753,5/5/2020 18:30,1753,2055.82083,23,,,
WhorunstheworldGIRLS,5055.4,1599,5/5/2020 18:30,1599,1603.236144,19,,,
Asante sana squash banana,5020,1945,5/5/2020 18:58,1945,1937.250996,24,,,
Asante sana squash banana,5031.8,1907,5/5/2020 19:48,1907,1905.878612,25,,,
Footpussys,5018,1320,5/5/2020 19:53,1320,1315.265046,19,,,
Coodows,5012.4,1360,5/5/2020 19:53,1360,1356.635544,20,,,
MMI Adventure Racing,5231.6,1620,5/5/2020 20:18,1620,1548.283508,30,,,
The Sensei Garys,5021,1984,5/5/2020 20:34,1984,2127.066321,22,,,
Coodows,5075.6,1300,5/5/2020 21:41,1300,1280.636772,21,,,
Straight Outta Stompton,5009.6,1452,6/5/2020 6:33,1452,1449.217502,19,,,
The Sensei Garys,5015.7,2842,6/5/2020 6:41,2842,2843.072752,23,,,
Footpussys,5184.1,2992,6/5/2020 6:41,2992,3063.212515,20,,,
Asante sana squash banana,5018.5,1569,6/5/2020 6:46,1569,1563.2161,26,,,
Coodows,5008.2,1533,6/5/2020 7:01,1533,1554.450701,22,,,
Straight Outta Stompton,5000,1500,6/5/2020 7:01,1500,1500,20,,,
Footpussys,5484,1527,6/5/2020 7:29,1527,1392.231947,21,,,
MMI Adventure Racing,5010.1,1750,6/5/2020 7:55,1750,1772.419712,31,,,
The Sensei Garys,5000,2606,6/5/2020 8:14,2606,2606,24,,,
The Phoebe Buffay Running Club,5003.9,1513,6/5/2020 8:43,1513,1511.82078,14,,,
MMI Adventure Racing,5277,3299,6/5/2020 9:22,3299,3180.784537,32,,,
WhorunstheworldGIRLS,5000,1865,6/5/2020 9:22,1865,1865,20,,,
The Sensei Garys,5015.9,1605,6/5/2020 11:32,1605,1623.836201,25,,,
MMI Adventure Racing,5165.5,1666,6/5/2020 11:58,1666,1612.622205,33,,,
Poko Fish,5134.7,3563,6/5/2020 11:58,3563,3563,15,,,
WhorunstheworldGIRLS,5052.1,1920,6/5/2020 12:26,1920,1924.942103,21,,,
Coodows,5014.1,1388,6/5/2020 13:49,1388,1406.034981,23,,,
WhorunstheworldGIRLS,5106.8,1758,6/5/2020 13:55,1758,1721.234433,22,,,
MonkeyMagic,20900.4,7886,6/5/2020 14:23,7886,2270.052248,1,,,
Asante sana squash banana,5027.3,2069,6/5/2020 16:33,2069,2075.666859,27,,,
WhorunstheworldGIRLS,5356.5,2263,6/5/2020 16:33,2263,2112.38682,23,,,
WhorunstheworldGIRLS,5131.6,1703,6/5/2020 17:18,1703,1659.326526,24,,,
WhorunstheworldGIRLS,5136.6,1825,6/5/2020 17:54,1825,1793.988241,25,,,
Straight Outta Stompton,5010,1407,6/5/2020 7:01,1407,1407,21,,,
The Phoebe Buffay Running Club,5005.7,1655,6/5/2020 18:03,1655,1714.045988,15,,,
Asante sana squash banana,5003.3,1870,6/5/2020 18:14,1870,1960.705934,28,,,
Asante sana squash banana,5027.5,2026,6/5/2020 18:53,2026,2026.852312,29,,,
Asante sana squash banana,5037.3,1857,6/5/2020 19:30,1857,1843.24936,30,,,
Coodows,5008.6,1406,6/5/2020 20:00,1406,1403.585832,24,,,
MMI Adventure Racing,5086.8,34056:00:00,6/5/2020 20:11,1419,1394.786506,34,,,
Coodows,5038.6,30864:00:00,6/5/2020 22:52,1286,1283.09451,25,,,
Straight Outta Stompton,5010.6,41112:00:00,7/5/2020 5:49,1713,1709.376123,22,,,
WhorunstheworldGIRLS,5016.9,36336:00:00,7/5/2020 6:00,1514,1508.899918,26,,,
Footpussys,5300.7,38952:00:00,7/5/2020 6:26,1623,1530.929877,22,,,
Asante sana squash banana,6226.7,43248:00:00,7/5/2020 6:46,1802,1446.994395,31,,,
Coodows,5007.4,38568:00:00,7/5/2020 7:09,1607,1604.625155,26,,,
Footpussys,5481.5,36552:00:00,7/5/2020 7:09,1523,1436.650552,23,,,
The Sensei Garys,5017.2,40440:00:00,7/5/2020 7:24,1685,1701.148051,26,,,
MMI Adventure Racing,5099.4,41952:00:00,7/5/2020 7:29,1748,1734.517786,35,,,
The Phoebe Buffay Running Club,5088,36960:00:00,7/5/2020 7:54,1540,1513.36478,16,,,
Footpussys,5509.3,72000:00:00,7/5/2020 8:10,3000,2764.416532,24,,,
MMI Adventure Racing,5149,42384:00:00,7/5/2020 9:31,1766,1745.970091,36,,,
WhorunstheworldGIRLS,7013.1,63456:00:00,7/5/2020 9:46,2644,1937.089162,27,,,
WhorunstheworldGIRLS,5104.6,76584:00:00,7/5/2020 11:56,3191,3379.304941,28,,,
The Sensei Garys,5008.3,37416:00:00,7/5/2020 14:52,1559,1631.292055,27,,,
WhorunstheworldGIRLS,7345.7,71640:00:00,7/5/2020 15:12,2985,2037.24628,29,,,
WhorunstheworldGIRLS,5089.1,47664:00:00,7/5/2020 16:06,1986,2063.233185,30,,,
MMI Adventure Racing,5033.4,36120:00:00,7/5/2020 16:27,1505,1495.013311,37,,,
Asante sana squash banana,5020.4,50304:00:00,7/5/2020 16:41,2096,2104.413991,32,,,
Footpussys,5059,32040:00:00,7/5/2020 16:46,1335,1319.430718,25,,,
Straight Outta Stompton,5153.5,35496:00:00,7/5/2020 17:17,1479,1434.947123,23,,,
Poko Fish,5152.9,52488:00:00,7/5/2020 17:17,2187,2457.839275,16,,,
Coodows,5017.6,33600:00:00,7/5/2020 17:26,1400,1399.075255,27,,,
WhorunstheworldGIRLS,5080.8,42480:00:00,7/5/2020 17:56,1770,1759.565423,31,,,
Asante sana squash banana,5006.9,51456:00:00,7/5/2020 18:06,2144,2162.016417,33,,,
The Sensei Garys,5011,49200:00:00,7/5/2020 18:06,2050,2334.863301,28,,,
Poko Fish,5013.8,42984:00:00,7/5/2020 18:06,1791,1786.070446,17,,,
Asante sana squash banana,5141.9,44448:00:00,7/5/2020 18:41,1852,1825.200801,34,,,
WhorunstheworldGIRLS,5032.4,51840:00:00,7/5/2020 18:41,2160,2146.093315,32,,,
The Phoebe Buffay Running Club,5061.5,33624:00:00,7/5/2020 18:41,1401,1383.977082,17,,,
Asante sana squash banana,5038.8,41808:00:00,7/5/2020 19:21,1742,1728.586171,35,,,
Footpussys,5379.5,78936:00:00,7/5/2020 19:42,3289,3328.376243,26,,,
Coodows,5180.3,35976:00:00,7/5/2020 20:04,1499,1446.827404,28,,,
MMI Adventure Racing,5008.3,39720:00:00,7/5/2020 21:03,1655,1652.257253,38,,,
Footpussys,7803,53328:00:00,8/5/2020 5:59,2222,1423.811355,27,,,
Straight Outta Stompton,5003.9,39768:00:00,8/5/2020 6:09,1657,1655.708547,24,,,
The Sensei Garys,5017,51192:00:00,8/5/2020 6:47,2133,2189.555511,29,,,
Footpussys,5370.5,71832:00:00,8/5/2020 6:55,2993,2797.69109,28,,,
WhorunstheworldGIRLS,5315.1,43272:00:00,8/5/2020 7:06,1803,1698.933228,33,,,
Asante sana squash banana,5056.2,38352:00:00,8/5/2020 7:21,1598,1580.238123,36,,,
Straight Outta Stompton,8250.9,59928:00:00,8/5/2020 7:27,2497,1513.16826,25,,,
Footpussys,5122,34776:00:00,8/5/2020 7:43,1449,1414.486529,29,,,
WhorunstheworldGIRLS,5083.3,47880:00:00,8/5/2020 7:43,1995,1962.30795,34,,,
MMI Adventure Racing,5265.8,44664:00:00,8/5/2020 8:04,1861,1767.062934,39,,,
Poko Fish,5025.2,79320:00:00,8/5/2020 8:04,3305,3294.396243,18,,,
MMI Adventure Racing,5457,42696:00:00,8/5/2020 9:35,1779,1630.016493,40,,,
MMI Adventure Racing,5040.1,34896:00:00,8/5/2020 10:20,1454,1478.145275,41,,,
MMI Adventure Racing,5051.5,50976:00:00,8/5/2020 11:02,2124,2102.345838,42,,,
MMI Adventure Racing,5073.5,42384:00:00,8/5/2020 11:46,1766,1773.923327,43,,,
Coodows,5421.1,31680:00:00,8/5/2020 13:40,1320,1220.232056,29,,,
Asante sana squash banana,5014.5,51456:00:00,8/5/2020 16:30,2144,2193.638448,37,,,
The Sensei Garys,5022.8,39744:00:00,8/5/2020 17:05,1656,1676.355817,30,,,
The Phoebe Buffay Running Club,5002.1,34992:00:00,8/5/2020 17:20,1458,1460.386638,18,,,
Asante sana squash banana,5011.3,43272:00:00,8/5/2020 17:30,1803,2039.390976,38,,,
Poko Fish,5360.2,93264:00:00,8/5/2020 17:45,3886,3661.243983,19,,,
WhorunstheworldGIRLS,5011.8,37128:00:00,8/5/2020 17:58,1547,1547.348258,35,,,
The Sensei Garys,5023.9,37680:00:00,8/5/2020 18:03,1570,1578.454985,31,,,
Asante sana squash banana,5008.8,48336:00:00,8/5/2020 18:52,2014,2043.40361,39,,,
MMI Adventure Racing,5179,40200:00:00,8/5/2020 18:56,1675,1656.690481,44,,,
Asante sana squash banana,5024.5,42120:00:00,8/5/2020 19:37,1755,1754.403423,40,,,
Coodows,5015.1,31560:00:00,8/5/2020 19:47,1315,1311.040657,30,,,
Coodows,5058.2,31440:00:00,8/5/2020 20:38,1310,1303.823495,31,,,
Asante sana squash banana,5059.8,39672:00:00,8/5/2020 20:54,1653,1633.463773,41,,,
Coodows,5100.4,39000:00:00,8/5/2020 21:28,1625,1593.012313,32,,,
MMI Adventure Racing,5061.9,38976:00:00,8/5/2020 23:13,1624,1604.140738,45,,,
MMI Adventure Racing,5041.5,38544:00:00,9/5/2020 1:09,1606,1592.779927,46,,,
Footpussys,5107,39000:00:00,9/5/2020 7:01,1625,1590.953593,30,,,
MMI Adventure Racing,5009.3,40464:00:00,9/5/2020 7:06,1686,1687.860579,47,,,
Footpussys,5082,33600:00:00,9/5/2020 7:31,1400,1377.410468,31,,,
Straight Outta Stompton,5010.3,39480:00:00,9/5/2020 7:47,1645,1664.570984,26,,,
MMI Adventure Racing,5140,38928:00:00,9/5/2020 7:52,1622,1593.385214,48,,,
Asante sana squash banana,5027.2,58752:00:00,9/5/2020 7:57,2448,2434.754933,42,,,
Footpussys,5180,38616:00:00,9/5/2020 8:12,1609,1553.088803,32,,,
Asante sana squash banana,5004.9,54960:00:00,9/5/2020 9:35,2290,2300.74527,43,,,
MMI Adventure Racing,5009.2,33144:00:00,9/5/2020 9:42,1381,1378.463627,49,,,
Footpussys,5364,36480:00:00,9/5/2020 9:42,1520,1416.853095,33,,,
Poko Fish,5014.8,38712:00:00,9/5/2020 9:48,1613,2535.494935,20,,,
The Sensei Garys,5005.4,35232:00:00,9/5/2020 9:53,1468,1531.346146,32,,,
Straight Outta Stompton,5008.9,27960:00:00,9/5/2020 9:58,1165,1162.929985,27,,,
Coodows,5052.2,29856:00:00,9/5/2020 10:08,1244,1261.826531,33,,,
MMI Adventure Racing,5020,48624:00:00,9/5/2020 10:45,2026,2052.788845,50,,,
Asante sana squash banana,5103.7,46920:00:00,9/5/2020 10:45,1955,1957.403452,44,,,
Coodows,5285,36192:00:00,9/5/2020 11:00,1508,1426.679281,34,,,
WhorunstheworldGIRLS,10011.8,84000:00:00,9/5/2020 11:00,3500,2055.075011,36,,,
Asante sana squash banana,5044.3,42384:00:00,9/5/2020 11:21,1766,1755.446742,45,,,
Coodows,5044.9,30624:00:00,9/5/2020 11:39,1276,1264.643501,35,,,
WhorunstheworldGIRLS,5024.5,40392:00:00,9/5/2020 11:48,1683,1784.25714,37,,,
Asante sana squash banana,5028.8,34968:00:00,9/5/2020 11:57,1457,1448.655743,46,,,
Coodows,5011.7,35400:00:00,9/5/2020 12:18,1475,1471.556558,36,,,
The Phoebe Buffay Running Club,5016.9,40896:00:00,9/5/2020 12:18,1704,1710.219458,19,,,
Poko Fish,5008.7,38808:00:00,9/5/2020 12:48,1617,1614.191307,21,,,
Asante sana squash banana,5016.7,50784:00:00,9/5/2020 13:08,2116,2108.956087,47,,,
The Sensei Garys,5018.5,44904:00:00,9/5/2020 13:19,1871,1958.752615,33,,,
WhorunstheworldGIRLS,10051.3,89328:00:00,9/5/2020 13:28,3722,1855.978829,38,,,
Coodows,5036,30792:00:00,9/5/2020 14:02,1283,1396.942017,37,,,
WhorunstheworldGIRLS,5000,36000:00:00,9/5/2020 14:25,1500,1500,39,,,
Straight Outta Stompton,5009.6,36696:00:00,9/5/2020 14:28,1529,1534.054615,28,,,
Coodows,5010,35688:00:00,9/5/2020 15:06,1487,1484.031936,38,,,
Straight Outta Stompton,6600.5,46032:00:00,9/5/2020 15:37,1918,1452.920233,29,,,
Coodows,5019.2,32280:00:00,9/5/2020 15:43,1345,1346.82818,39,,,
Poko Fish,5162.3,56712:00:00,9/5/2020 16:33,2363,2636.42175,22,,,
WhorunstheworldGIRLS,5501.6,53424:00:00,9/5/2020 16:38,2226,2056.674422,40,,,
Coodows,5019.9,36744:00:00,9/5/2020 16:48,1531,1524.930776,40,,,
Asante sana squash banana,5024.1,44784:00:00,9/5/2020 17:30,1866,1940.646086,48,,,
Footpussys,5339.1,83688:00:00,9/5/2020 18:04,3487,3295.499241,34,,,
Asante sana squash banana,5030.8,44904:00:00,9/5/2020 18:08,1871,1875.447245,49,,,
Asante sana squash banana,5040.4,42624:00:00,9/5/2020 19:33,1776,1761.764939,50,,,
Footpussys,5026,34200:00:00,10/5/2020 6:05,1425,1420.612813,35,,,
Footpussys,5070.6,38616:00:00,10/5/2020 6:40,1609,1586.597247,36,,,
Footpussys,5087,34848:00:00,10/5/2020 7:26,1452,1427.167289,37,,,
Footpussys,5096.1,37128:00:00,10/5/2020 8:03,1547,1571.790193,38,,,
The Phoebe Buffay Running Club,5005.8,38232:00:00,10/5/2020 9:33,1593,1598.14615,20,,,
Coodows,5006,31344:00:00,10/5/2020 9:33,1306,1314.422693,41,,,
Footpussys,7250,48600:00:00,10/5/2020 9:33,2025,1484.827586,39,,,
Coodows,5033.7,33672:00:00,10/5/2020 10:36,1403,1393.607088,42,,,
The Phoebe Buffay Running Club,4999,34992:00:00,10/5/2020 10:36,1458,1472.294459,21,,,
MonkeyMagic,5245.9,38592:00:00,10/5/2020 11:22,1608,1546.922358,2,,,
The Phoebe Buffay Running Club,5008.8,71520:00:00,10/5/2020 12:08,2980,3012.697652,22,,,
Poko Fish,5037.4,85896:00:00,10/5/2020 12:30,3579,3784.690515,23,,,
Poko Fish,5228.7,36432:00:00,10/5/2020 13:39,1518,2185.055559,24,,,
Poko Fish,5006.1,39984:00:00,10/5/2020 14:12,1666,1663.969957,25,,,
Poko Fish,5113.3,77616:00:00,10/5/2020 15:22,3234,3168.208398,26,,,
The Phoebe Buffay Running Club,5115.2,37488:00:00,10/5/2020 16:07,1562,1526.822021,23,,,
WhorunstheworldGIRLS,5065.3,53736:00:00,10/5/2020 16:07,2239,2210.135629,41,,,
WhorunstheworldGIRLS,5413,45528:00:00,10/5/2020 17:14,1897,1755.034177,42,,,
WhorunstheworldGIRLS,5029.2,50808:00:00,10/5/2020 18:59,2117,2104.708502,43,,,
The Sensei Garys,5000,36000:00:00,10/5/2020 19:12,1500,1500,34,,,
Coodows,5047.9,32472:00:00,10/5/2020 20:24,1353,1340.161255,43,,,
Straight Outta Stompton,5000,36000:00:00,11/5/2020 5:31,1500,1500,30,,,
WhorunstheworldGIRLS,5005.6,34656:00:00,11/5/2020 5:46,1444,1442.384529,44,,,
The Phoebe Buffay Running Club,5023.5,31440:00:00,11/5/2020 6:32,1310,1303.871803,24,,,
Coodows,5014.1,32640:00:00,11/5/2020 7:01,1360,1356.175585,44,,,
WhorunstheworldGIRLS,6382,60360:00:00,11/5/2020 9:56,2515,2210.905672,45,,,
Poko Fish,5043.9,82752:00:00,11/5/2020 10:15,3448,3455.659311,27,,,
Footpussys,5035.5,70800:00:00,11/5/2020 13:01,2950,2994.737365,40,,,
Coodows,5026.7,29880:00:00,11/5/2020 13:51,1245,1238.387013,45,,,
Footpussys,5790,78240:00:00,11/5/2020 15:34,3260,2941.278066,41,,,
WhorunstheworldGIRLS,5030.7,36600:00:00,11/5/2020 16:59,1525,1525.632616,46,,,
Straight Outta Stompton,5009.2,31248:00:00,11/5/2020 17:13,1302,1299.60872,31,,,
The Phoebe Buffay Running Club,5008.1,35856:00:00,11/5/2020 17:50,1494,1501.567461,25,,,
WhorunstheworldGIRLS,10352.7,95328:00:00,11/5/2020 18:52,3972,1963.738928,47,,,
Coodows,5012.3,32784:00:00,11/5/2020 19:46,1366,1362.647886,46,,,
Coodows,5015.6,31080:00:00,11/5/2020 21:45,1295,1290.972167,47,,,
Straight Outta Stompton,5012.4,40584:00:00,12/5/2020 6:37,1691,1710.757322,32,,,
Coodows,5007.3,35592:00:00,12/5/2020 7:08,1483,1484.832145,48,,,
The Sensei Garys,5013.5,63264:00:00,12/5/2020 7:22,2636,2709.683854,35,,,
Straight Outta Stompton,10583.3,79416:00:00,12/5/2020 7:46,3309,1563.31201,33,,,
WhorunstheworldGIRLS,5066.2,45120:00:00,12/5/2020 7:46,1880,1861.355651,48,,,
Footpussys,5078.5,83424:00:00,12/5/2020 12:34,3476,3664.467855,42,,,
WhorunstheworldGIRLS,5101.2,41760:00:00,12/5/2020 14:27,1740,1708.421548,49,,,
The Phoebe Buffay Running Club,5001.5,40416:00:00,12/5/2020 14:57,1684,1689.493152,26,,,
Poko Fish,5078.5,42288:00:00,12/5/2020 17:06,1762,2063.601457,28,,,
Coodows,5012.6,24264:00:00,12/5/2020 17:11,1011,1008.458684,49,,,
WhorunstheworldGIRLS,5356.6,61416:00:00,12/5/2020 17:11,2559,2433.446589,50,,,
Footpussys,5815,90576:00:00,12/5/2020 17:11,3774,3557.179708,43,,,
The Sensei Garys,5011.9,42048:00:00,12/5/2020 18:12,1752,1761.8069,36,,,
Footpussys,5033.7,61176:00:00,12/5/2020 19:23,2549,2608.419254,44,,,
Coodows,5011.3,28752:00:00,12/5/2020 20:12,1198,1195.298625,50,,,
Poko Fish,5076.8,53952:00:00,12/5/2020 20:12,2248,2271.115663,29,,,
Straight Outta Stompton,5348,37656:00:00,13/5/2020 6:10,1569,1466.903515,34,,,
The Sensei Garys,5004.6,56088:00:00,13/5/2020 16:51,2337,2621.588139,37,,,
The Sensei Garys,5066,45744:00:00,13/5/2020 17:35,1906,1895.973154,38,,,
Straight Outta Stompton,5010.7,33528:00:00,13/5/2020 18:08,1397,1394.016804,35,,,
Poko Fish,5199.5,70224:00:00,13/5/2020 18:19,2926,2907.97192,30,,,
Footpussys,14044,108192:00:00,13/5/2020 18:57,4508,1672.244375,45,,,
Footpussys,5069.4,39528:00:00,14/5/2020 6:22,1647,1624.452598,46,,,
Straight Outta Stompton,5017.7,39984:00:00,14/5/2020 6:52,1666,1660.123164,36,,,
Footpussys,5062,32712:00:00,14/5/2020 7:02,1363,1346.305808,47,,,
WhorunstheworldGIRLS,5518.6,46224:00:00,14/5/2020 7:12,1926,1747.725873,51,,,
Asante sana squash banana,6198.5,46752:00:00,14/5/2020 7:33,1948,1571.347907,51,,,
Footpussys,5067.6,36792:00:00,14/5/2020 7:46,1533,1642.789486,48,,,
The Phoebe Buffay Running Club,5071.7,40944:00:00,14/5/2020 9:37,1706,1902.715066,27,,,
The Sensei Garys,5138.6,58752:00:00,14/5/2020 13:31,2448,2430.623127,39,,,
Coodows,5013.4,30696:00:00,14/5/2020 13:56,1279,1275.581442,51,,,
Footpussys,5132,31848:00:00,14/5/2020 16:54,1327,1292.868277,49,,,
WhorunstheworldGIRLS,5048.4,50088:00:00,14/5/2020 17:03,2087,2073.924412,52,,,
Poko Fish,5163.3,87888:00:00,14/5/2020 17:58,3662,3602.347336,31,,,
WhorunstheworldGIRLS,6004.2,72624:00:00,14/5/2020 17:58,3026,2519.902735,53,,,
Footpussys,5286,74184:00:00,14/5/2020 18:14,3091,2937.003405,50,,,
Twelve Kitties,17366.8,141696:00:00,14/5/2020 18:35,5904,1758.815671,51,,,
The Sensei Garys,5000,36000:00:00,14/5/2020 19:17,1500,1500,40,,,
The Phoebe Buffay Running Club,5007.8,35040:00:00,14/5/2020 19:48,1460,1457.725948,28,,,
Poko Fish,5046.5,47064:00:00,14/5/2020 19:59,1961,2110.373526,32,,,
Straight Outta Stompton,5201.5,40032:00:00,15/5/2020 6:15,1668,1603.383639,37,,,
Poko Fish,5005.1,42288:00:00,15/5/2020 6:50,1762,1766.198478,33,,,
Unicorn Trail Team 1,5024.7,40152:00:00,15/5/2020 6:50,1673,1667.761259,51,,,
Twelve Kitties,10192.5,81624:00:00,15/5/2020 7:09,3401,1691.439784,52,,,
Coodows,5043.1,39048:00:00,15/5/2020 7:14,1627,1632.924193,52,,,
Unicorn Trail Team 1,10013.1,72432:00:00,15/5/2020 8:09,3018,1550.968232,52,,,
The Phoebe Buffay Running Club,5007.9,72576:00:00,15/5/2020 11:31,3024,3947.762535,29,,,
The Phoebe Buffay Running Club,5024.6,37152:00:00,15/5/2020 13:13,1548,1540.421128,30,,,
Twelve Kitties,5012.9,39864:00:00,15/5/2020 17:28,1661,1656.725648,53,,,
Unicorn Trail Team 1,5053.6,38472:00:00,15/5/2020 17:33,1603,1585.9981,53,,,
Poko Fish,5258.6,67704:00:00,15/5/2020 17:33,2821,2791.617541,34,,,
The Phoebe Buffay Running Club,5044.4,33696:00:00,15/5/2020 19:10,1404,1391.642217,31,,,
Unicorn Trail Team 1,5055.5,38880:00:00,15/5/2020 19:23,1620,1610.127584,54,,,
Unicorn Trail Team 1,5155.9,49272:00:00,15/5/2020 20:08,2053,2102.445742,55,,,
Unicorn Trail Team 1,5259,51456:00:00,15/5/2020 22:01,2144,2042.213349,56,,,
WhorunstheworldGIRLS,5144.5,41016:00:00,16/5/2020 7:04,1709,1674.603946,54,,,
Twelve Kitties,5198.5,40824:00:00,16/5/2020 7:14,1701,1643.743388,54,,,
Unicorn Trail Team 1,6352.9,55896:00:00,16/5/2020 9:39,2329,1836.956351,57,,,
The Sensei Garys,5012.8,65544:00:00,16/5/2020 9:39,2731,3315.512289,41,,,
Straight Outta Stompton,5000,36000:00:00,16/5/2020 9:48,1500,1500,38,,,
Twelve Kitties,21111.2,205536:00:00,16/5/2020 10:14,8564,2028.54409,55,,,
The Phoebe Buffay Running Club,5018.1,32472:00:00,16/5/2020 10:44,1353,1359.08013,32,,,
Straight Outta Stompton,5015.5,35424:00:00,16/5/2020 11:14,1476,1476.423088,39,,,
Poko Fish,5040.7,114408:00:00,16/5/2020 11:25,4767,8718.035194,35,,,
Straight Outta Stompton,5000,36000:00:00,16/5/2020 12:35,1500,1500,40,,,
Poko Fish,5013.1,38880:00:00,16/5/2020 12:36,1620,2191.258902,36,,,
Straight Outta Stompton,5000,36000:00:00,16/5/2020 12:50,1500,1500,41,,,
The Phoebe Buffay Running Club,5008.5,30816:00:00,16/5/2020 12:58,1284,1698.113208,33,,,
Unicorn Trail Team 1,5543,43632:00:00,16/5/2020 14:00,1818,1639.906188,58,,,
Poko Fish,5003.3,37728:00:00,16/5/2020 14:45,1572,1570.963164,37,,,
WhorunstheworldGIRLS,6077.7,55392:00:00,16/5/2020 15:46,2308,1930.006417,55,,,
WhorunstheworldGIRLS,5300,47448:00:00,16/5/2020 16:42,1977,1865.09434,56,,,
Unicorn Trail Team 1,5019.3,60744:00:00,16/5/2020 16:52,2531,9958.559959,59,,,
Poko Fish,5337.2,85128:00:00,16/5/2020 17:35,3547,3389.417672,38,,,
Unicorn Trail Team 1,5212.4,38256:00:00,16/5/2020 17:46,1594,1529.046121,60,,,
The Phoebe Buffay Running Club,5077.7,40200:00:00,17/5/2020 9:32,1675,1652.322902,34,,,
Poko Fish,5424.1,102168:00:00,17/5/2020 9:32,4257,4114.968382,39,,,
Unicorn Trail Team 1,10467,100608:00:00,17/5/2020 9:32,4192,2005.82784,61,,,
Footpussys,20078,161736:00:00,17/5/2020 9:32,6739,1845.054288,51,,,
The Sensei Garys,5374.8,100944:00:00,17/5/2020 9:48,4206,4980.650443,42,,,
WhorunstheworldGIRLS,5171.4,44640:00:00,17/5/2020 9:48,1860,1880.535252,57,,,
The Phoebe Buffay Running Club,5009.4,34128:00:00,17/5/2020 11:02,1422,1419.331656,35,,,
Unicorn Trail Team 1,11069.8,73368:00:00,17/5/2020 11:17,3057,1380.783754,62,,,
The Sensei Garys,5016.5,49392:00:00,17/5/2020 11:54,2058,2127.977674,43,,,
Unicorn Trail Team 1,5070.7,37992:00:00,17/5/2020 11:54,1583,1567.830871,63,,,
Straight Outta Stompton,5000,36000:00:00,17/5/2020 12:31,1500,1500,42,,,
Unicorn Trail Team 1,5100.2,52848:00:00,17/5/2020 13:09,2202,2193.051253,64,,,
Straight Outta Stompton,5012.7,27936:00:00,17/5/2020 15:45,1164,1161.050931,43,,,
Unicorn Trail Team 1,9008.3,117168:00:00,17/5/2020 15:45,4882,2732.480046,65,,,
The Sensei Garys,5105,128280:00:00,17/5/2020 15:45,5345,5694.417238,44,,,
Straight Outta Stompton,5000,36000:00:00,17/5/2020 15:53,1500,1500,44,,,
Straight Outta Stompton,5000,36000:00:00,17/5/2020 16:03,1500,1500,45,,,
WhorunstheworldGIRLS,5613.7,62520:00:00,17/5/2020 16:52,2605,2334.467464,58,,,
WhorunstheworldGIRLS,5024.1,40944:00:00,17/5/2020 17:31,1706,1697.816524,59,,,
Twelve Kitties,5414.2,38712:00:00,17/5/2020 17:47,1613,1489.601418,56,,,
Unicorn Trail Team 1,5413,51960:00:00,17/5/2020 18:22,2165,2003.510068,66,,,
Twelve Kitties,5020.1,78048:00:00,17/5/2020 19:59,3252,3238.979303,57,,,
Asante sana squash banana,5000,46752:00:00,16/5/2020 7:33,2251,2251,52,,,
Twelve Kitties,5425.5,40824:00:00,18/5/2020 5:55,1701,1571.283753,58,,,
Unicorn Trail Team 1,5457.1,41088:00:00,18/5/2020 7:23,1712,1584.174745,67,,,
WhorunstheworldGIRLS,5003,72024:00:00,18/5/2020 9:06,3001,3232.060764,60,,,
Asante sana squash banana,6033,52392:00:00,18/5/2020 13:34,2183,1844.024532,53,,,
Footpussys,6807.6,81048:00:00,18/5/2020 15:59,3377,2480.316117,52,,,
Unicorn Trail Team 1,5213,34248:00:00,18/5/2020 16:17,1427,1368.69365,68,,,
The Phoebe Buffay Running Club,5010.8,36816:00:00,18/5/2020 16:23,1534,1530.693702,36,,,
The Sensei Garys,5016.4,45696:00:00,18/5/2020 16:58,1904,1980.503947,45,,,
Asante sana squash banana,5088.9,43800:00:00,18/5/2020 17:29,1825,1987.659416,54,,,
Unicorn Trail Team 1,5717.7,53952:00:00,18/5/2020 17:34,2248,2264.896724,69,,,
WhorunstheworldGIRLS,5003.9,34992:00:00,18/5/2020 17:49,1458,1456.863646,61,,,
Unicorn Trail Team 1,5010.4,44256:00:00,18/5/2020 18:30,1844,1853.145457,70,,,
Twelve Kitties,5030.8,72456:00:00,18/5/2020 18:57,3019,3000.516816,59,,,
Asante sana squash banana,5011.6,40200:00:00,18/5/2020 20:41,1675,1671.122995,55,,,
Asante sana squash banana,5007.9,53472:00:00,19/5/2020 6:00,2228,2248.447453,56,,,
Footpussys,10138.5,69912:00:00,19/5/2020 7:03,2913,1535.730138,53,,,
Straight Outta Stompton,5003,50016:00:00,19/5/2020 7:33,2084,2144.713172,46,,,
Twelve Kitties,5125.6,82560:00:00,19/5/2020 7:51,3440,3507.882004,60,,,
Poko Fish,5337.2,85128:00:00,16/5/2020 17:35,3547,3389.417672,40,,,
Unicorn Trail Team 1,5010.4,44256:00:00,18/5/2020 18:30,1844,1853.145457,71,,,
The Phoebe Buffay Running Club,5008.8,82008:00:00,19/5/2020 11:42,3417,3429.963265,37,,,
